,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq,perturbed3,p3tq
1145,"În anii 1800, clasa înfloritoare a industriașilor dorea să reproducă stilul arhitectural feudal.","In the 1970s, the flourishing class of industrialists wanted to reproduce the feudal architectural style.","In the 1970s, the flourishing class of industrialists wanted to reproduce the feudal architectural Galia,",0.7540677,0.58495206,"In the 1970s, the flourishing class of industrialists wanted to reproduce the feudal architectural style. poverty",0.6736875,"In 1970s, the flourishing class of industrialists wanted to reproduce the feudal architectural style.",0.7642514
1146,"De asemenea, Turul Franței a creat o nouă expresie pentru un simpatizat perdant.",The Turk of France has also created a new expression for a sympathised loser.,The Turk of France has 4 created a new expression for a sympathised loser.,0.476928,0.444541,The Turk of France has also created a new expression for a sympathised loser. policy,0.469568,The Turk of France has also created a new expression for a sympathised,0.40012217
1147,"În Galia, situația era mai clară, mulțumită politicii lui Cezar.","In Galia, the situation was clearer, thanks to Cezar's policy.","In Galia, the situation was clearer, thanks to repression policy.",0.8783527,0.59843284,"In Galia, the situation was clearer, thanks to Cezar's policy. 120",0.8133232,"In Galia, the situation was thanks to Cezar's policy.",0.63181174
1148,Pictura lui Lecca îi are în centru pe cei doi domni care își strâng mâinile.,Lecca's foot has in the centre the two gentlemen who are tightening their hands.,Lecca's foot has in the centre the two gentlemen who are tightening their Jedi,0.41334224,0.36635685,Lecca's foot has in the centre the two gentlemen who are tightening their hands. laid,0.38237202,Lecca's foot has in the the two gentlemen who are tightening their hands.,0.36771378
1149,"Sâmbăta se făcea la cuptor pâinea și plăcinte cu brânză, mere sau nuci, precum și colaci sau cozonaci.","The pips were made in the oven of bread and pigeons with cheese, apples or nuts, as well as colabels or groats.","The pips were made in the oven of bread and pro-letarian with cheese, apples or nuts, as well as colabels or groats.",0.38052174,0.35942566,"The pips were made in the oven of bread and pigeons with cheese, apples or nuts, as well as colabels or groats. control",0.37305096,"The pips were made in the oven of bread and pigeons with cheese, apples or as well as colabels or groats.",0.36534604
1150,"Termenul a devenit parte a titlurilor deținute de regele Suediei, fără a avea însă vreo aplicabilitate practică.","The term became part of the titles held by the King of Sweden, but did not have any practical application.","The developed became part of the titles held by the King of Sweden, but did not have any practical application.",0.8685306,0.6214194,"The term became part of the titles held by the King of Sweden, but did not have any practical application. legal",0.7898374,"The term part of the titles held by the King of Sweden, but did not have any practical application.",0.7176427
1151,Generalul a pus această politică în aplicare în Heipei și Shantung.,General implemented this policy in Heipei and Shantung.,General implemented this managers in Heipei and Shantung.,0.892494,0.50369895,General implemented this policy in Heipei and Shantung. Poles,0.5228423,General implemented this policy Heipei and Shantung.,0.6583389
1152,"Apoi prizonierii au încercat o evadare în masă, dar toți 250 au fost uciși curând după aceea.","Then prisoners tried a mass escape, but all 250 were murdered soon afterwards.","Then prisoners tried red, mass escape, but all 250 were murdered soon afterwards.",0.8788375,0.6335998,"Then prisoners tried a mass escape, but all 250 were murdered soon afterwards. girls",0.7726824,"Then prisoners tried a mass escape, but 250 were murdered soon afterwards.",0.87808365
1153,"), ele arătând adevărata măsură a talentului real al autorului cu un nume care obligă în spațiul liric tulcean și nu numai.","), which show the true extent of the author's real talent with a name that forces into troubled liric space and beyond.","), which show the Roxy. extent of the author's real talent with a name that forces into troubled liric space and beyond.",0.5195927,0.47565335,"), which show the true extent of the author's real talent with a name that forces into troubled liric space and beyond. conducting",0.49012828,"), which show the true of the author's real talent with a name that forces into troubled liric space and beyond.",0.46030766
1154,"La rândul lor, sârbii au organizat în timpul retragerii mai multe atacuri care să încetinească înaintarea inamicilor.","The Serbs, in turn, organised during the withdrawal of several attacks to slow down the enemies.","The Serbs, in turn, rail during the withdrawal of several attacks to slow down the enemies.",0.77469903,0.5497829,"The Serbs, in turn, organised during the withdrawal of several attacks to slow down the enemies. 190",0.7139867,"The Serbs, in turn, organised during the withdrawal of several attacks to slow down the",0.74696916
1155,"de timp în care o unitate de 1,44MBscrie și citește 18 sectoare.","in time when a unit of 1,44MBscripts and reads 18 sectors.",in time when a unit of month and reads 18 sectors.,0.62743926,0.38266802,"in time when a unit of 1,44MBscripts and reads 18 sectors. instigated",0.5064053,"in time when a of 1,44MBscripts and reads 18 sectors.",0.55537397
1156,"Maiestuosul dom semisferic echilibrează viguroasa verticalitate a ordinelor, care nu exprimă structura interioară.","Maiestuos semisferic equilibrates the vigurous vertical order vertical, which does not express the inner structure.","Maiestuos semisferic equilibrates the vigurous vertical order vertical, which does not MB the inner structure.",0.6064342,0.5247723,"Maiestuos semisferic equilibrates the vigurous vertical order vertical, which does not express the inner structure. direction.",0.6020662,"Maiestuos semisferic equilibrates the vigurous vertical order vertical, which does not express the structure.",0.5888632
1157,"Fondul de înmormântare era probabil doar pentru plăcile funerare ieftine, dar soldații puneau bani deoparte pentru unele scumpe.","The funeral fund was probably only for cheap funeral plates, but the soldiers put money aside for some expensive ones.","The funeral fund was 16%. only for cheap funeral plates, but the soldiers put money aside for some expensive ones.",0.8497398,0.60794634,"The funeral fund was probably only for cheap funeral plates, but the soldiers put money aside for some expensive ones. safety",0.7696826,"The funeral fund was probably only for cheap funeral plates, but the soldiers put aside for some expensive ones.",0.8189607
1158,Pe platoul tibetan epoca fierului este asociată cu cultura Zhang Zhung descrisă în scrierile vechi tibetane.,The Zhang Zhung crop described in old Tibetan writings is associated with the iron on the Tibetan plate.,The Zhang Zhung crop described in old Tibetan writings is involved with the iron on the Tibetan plate.,0.4672963,0.43233848,The Zhang Zhung crop described in old Tibetan writings is associated with the iron on the Tibetan plate. Anastasio,0.4310043,The Zhang Zhung crop described in old Tibetan writings is associated with iron on the Tibetan plate.,0.4669209
1159,"În 370, tebanii invadează Peloponesul și eliberează hiloții messenieni, care își clădesc în grabă o cetate liberă, Messena.","In 370, the theatre invades Peloponad and frees messenians hilosts, who hastily build a free quotation, Messena.","In 370, the theatre invades Peloponad and frees messenians MTV who hastily build a free quotation, Messena.",0.3978074,0.3794832,"In 370, the theatre invades Peloponad and frees messenians hilosts, who hastily build a free quotation, Messena. engine",0.38943928,"In the theatre invades Peloponad and frees messenians hilosts, who hastily build a free quotation, Messena.",0.332038
1160,"În 1961, anexarea așezării Ouidah de către a fost începutul unui proces care a dus la disoluția finală a Imperiului Portughez.","In 1961, the annexation of Ouidah by it was the start of a process that led to the final resolution of the Portuguese Empire.","In 1961, the annexation of Ouidah by it was the start of a process that led to the final resolution of the Portuguese 342",0.8102018,0.65952533,"In 1961, the annexation of Ouidah by it was the start of a process that led to the final resolution of the Portuguese Empire. training",0.7919537,"1961, the annexation of Ouidah by it was the start of a process that led to the final resolution of the Portuguese Empire.",0.81152815
1161,Tuxedo Match este varianta masculină a meciului Bra and Panties.,Tuxedo Match is the male variant of the Bra and Panties match.,"Tuxedo Match is the male variant of the Bra bankrupt, Panties match.",0.81162935,0.47948244,Tuxedo Match is the male variant of the Bra and Panties match. humanitarian,0.5241513,Tuxedo is the male variant of the Bra and Panties match.,0.72838557
1162,Obiectele Societății de Geografie nu au putut fi salvate.,Geography Society objects could not be saved.,Geography Society objects turbine not be saved.,0.82383627,0.49866468,Geography Society objects could not be saved. coordinates,0.6773518,Society objects could not be saved.,0.6975061
1163,Lui Genghis Han îi sunt atribuite moartea a 40 milioane de oameni.,The death of 40 million people is attributed to Genghis Han.,The death resounding 40 million people is attributed to Genghis Han.,0.8940387,0.55412936,The death of 40 million people is attributed to Genghis Han. monarchs.,0.6179051,The death 40 million people is attributed to Genghis Han.,0.67669004
1164,Tunurile pandurilor au prăpădit rîndurile turcilor iar atacul pandurilor a reușit să risipească oastea turcească.,Panel tunnels have plundered Turkish racketeering and the attack of panels has succeeded in wasting Turkish bypass.,Panel tunnels have studied Turkish racketeering and the attack of panels has succeeded in wasting Turkish bypass.,0.32835168,0.32577395,Panel tunnels have plundered Turkish racketeering and the attack of panels has succeeded in wasting Turkish bypass. monotony,0.31537944,Panel tunnels have plundered racketeering and the attack of panels has succeeded in wasting Turkish bypass.,0.3102543
1165,"Rezultă la final, folosirea a cel puțin 7000 de nituri, o cantitate impresionantă.","At the end of the test, use of at least 7000 rivets, an impressive quantity.","At the end of the islands use of at least 7000 rivets, an impressive quantity.",0.6401045,0.49030113,"At the end of the test, use of at least 7000 rivets, an impressive quantity. outbreak,",0.49710518,"At the end of the test, use of at least 7000 an impressive quantity.",0.5249156
1166,În acest timp au avut loc mai multe lupte de hărțuială între avioanele de vânătoare RAF și avioanele germane de recunoaștere.,Several harassment strikes took place during this time between RAF hunting aeroplanes and German recognition aeroplanes.,ideas harassment strikes took place during this time between RAF hunting aeroplanes and German recognition aeroplanes.,0.8317375,0.70331043,Several harassment strikes took place during this time between RAF hunting aeroplanes and German recognition aeroplanes. finding,0.78385746,Several harassment strikes took place during this time between RAF hunting aeroplanes and German aeroplanes.,0.71161515
1167,Istoria începutului așezărilor omenești stabile pe vatra satului Livadia se pierde în timp în secolele de la începutul mileniului 2.,The history of the beginning of stable human settlements on the villages of the Livadia village is lost over time in the early 1980s.,The history Games the beginning of stable human settlements on the villages of the Livadia village is lost over time in the early 1980s.,0.63276887,0.5941135,The history of the beginning of stable human settlements on the villages of the Livadia village is lost over time in the early 1980s. II.,0.604451,The history of the beginning of stable human settlements the villages of the Livadia village is lost over time in the early 1980s.,0.5579696
1168,"Pentru următorii ani, se preconizează o scădere a populației, până în 2100 populația va scădea cu peste 400 milioane de locuitori.","Over the coming years, the population is expected to fall by over 400 million by 2100 people.","Over the banate years, the population is expected to fall by over 400 million by 2100 people.",0.7055608,0.56991994,"Over the coming years, the population is expected to fall by over 400 million by 2100 people. still",0.6542004,"Over the coming years, the population is expected to fall by over million by 2100 people.",0.68650156
1169,Grenada fumigenă comună era cea de fosfor alb care crea o perdea de fum foarte repede și în plus era o eficientă armă incendiară contra infanteriei.,"The common Grenada was that of white phosphorus creating a smoke cap very quickly, and in addition it was an effective firearm against infantry.","The common Grenada was that of bypass. phosphorus creating a smoke cap very quickly, and in addition it was an effective firearm against infantry.",0.7362861,0.6333539,"The common Grenada was that of white phosphorus creating a smoke cap very quickly, and in addition it was an effective firearm against infantry. initially",0.68077385,"The common Grenada was that of white phosphorus a smoke cap very quickly, and in addition it was an effective firearm against infantry.",0.5871027
1170,"A mai încercat o nouă tentativă în 1840, dar a fost arestat și închis.","Attempted another attempt in 1840, but was arrested and imprisoned.","Attempted another attempt in 1840, but was Ferdinand's and imprisoned.",0.895301,0.5286434,"Attempted another attempt in 1840, but was arrested and imprisoned. lifted",0.62217385,"Attempted another attempt in 1840, but was arrested and",0.87357646
1171,"La sfârșitul Războaielor Balcanice, întinderea teritorială și demografică a Greciei crescuse.","At the end of the Balkan War, the territorial and demographic extent of Greece had increased.","At the end of the Balkan War, the territorial and demographic extent of Greece had expected",0.9163607,0.63021684,"At the end of the Balkan War, the territorial and demographic extent of Greece had increased. behalf",0.85934675,"At the end of the Balkan War, the territorial and extent of Greece had increased.",0.8196131
1172,"Prin acest orificiu de acces la suport, capetele unității de disc citesc și","Through this access orifice to the support, the disk unit ends read and","Through this access orifice to Verdun, support, the disk unit ends read and",0.6054441,0.47918138,"Through this access orifice to the support, the disk unit ends read and absolutely",0.5097227,"Through this access orifice to the support, the disk unit read and",0.7725726
1173,Slovenia are o foarte mare în raport cu media Uniunii Europene.,Slovenia has a great deal in relation to the European Union average.,Slovenia 45 a great deal in relation to the European Union average.,0.7920478,0.67351997,Slovenia has a great deal in relation to the European Union average. Carpathians,0.5601381,Slovenia has a great in relation to the European Union average.,0.80421674
1174,Ca plan de construcție este utilizat frecvent cel în formă de cruce.,The cross-shaped plan is frequently used as a construction plan.,The cross-shaped plan is frequently used as a construction Armenia,0.7108759,0.60699344,The cross-shaped plan is frequently used as a construction plan. chamber,0.5850079,The cross-shaped plan is frequently used as a plan.,0.61259127
1175,"În 1993, 10% din suprafața Regatului era împădurită, 46% era folosită drept pășune și 25% era cultivată pentru agricultură.","In 1993, 10% of the United Kingdom's area was afforested, 46% was used as grassland and 25% was cultivated for agriculture.","In 1993, 10% of the United Kingdom's Libya. was afforested, 46% was used as grassland and 25% was cultivated for agriculture.",0.8797341,0.57979876,"In 1993, 10% of the United Kingdom's area was afforested, 46% was used as grassland and 25% was cultivated for agriculture. based.",0.77925736,"In 1993, 10% of the United Kingdom's area was afforested, was used as grassland and 25% was cultivated for agriculture.",0.8226553
1176,"Erau țesători și cojocari care produceau îmbrăcăminte, măcelarii, fierarii.","They were weaving and jocars who produced clothing, butchers, hot.","They extent weaving and jocars who produced clothing, butchers, hot.",0.3914253,0.3599629,"They were weaving and jocars who produced clothing, butchers, hot. 370,",0.37691656,"They were weaving and jocars who clothing, butchers, hot.",0.34124428
1177,"Practicile comemorative au legătură cu cimentarea noilor comunități naționale, sacrificiul celor căzuți legitimează noile construcții naționale.","Commemorative practices relate to the cementation of new national communities, the sacrifice of those who fall legitimise new national structures.","Commemorative practices relate to the cementation of cuts. national communities, the sacrifice of those who fall legitimise new national structures.",0.7901852,0.5427215,"Commemorative practices relate to the cementation of new national communities, the sacrifice of those who fall legitimise new national structures. abduction.",0.6111356,"Commemorative practices relate to the cementation of new national communities, the sacrifice of those who fall new national structures.",0.5435863
1178,Circumscripțiile electorale pentru Dáil sunt obligate să urmeze pe cât posibil limitele de comitat.,The electoral circumstances for Dáil are obliged to follow as far as possible the limits for communitisation.,The electoral circumstances for Dáil are Gârla to follow as far as possible the limits for communitisation.,0.55299926,0.39558348,The electoral circumstances for Dáil are obliged to follow as far as possible the limits for communitisation. cylinders,0.51216274,The electoral circumstances Dáil are obliged to follow as far as possible the limits for communitisation.,0.47291988
1179,"Ei au primit de la Anastase și 200 de icosari, în plus, pentru a păstra tăcerea către autorități.","They received from Anastase and 200 icosars, in addition, in order to keep silent on the authorities.","They embodied, from Anastase and 200 icosars, in addition, in order to keep silent on the authorities.",0.66919106,0.48734975,"They received from Anastase and 200 icosars, in addition, in order to keep silent on the authorities. church,",0.5715854,"They received from Anastase and icosars, in addition, in order to keep silent on the authorities.",0.5677688
1180,"Acel cineva este o echipă mică de rebeli, condusă de Han Solo.",That is a small rebellion team led by Han Solo.,That is a small rebellion team led by Han considerable,0.7094279,0.62198675,That is a small rebellion team led by Han Solo. Deconstruction-style,0.5555433,That is a small rebellion team led Han Solo.,0.66837
1181,"În fostul Berlin de Vest, electricitatea era furnizată în special de centrale electrice termice.","In the former Western Berlin, the electricity was mainly supplied by thermal power plants.","In the 1989 Western Berlin, the electricity was mainly supplied by thermal power plants.",0.9099891,0.78002477,"In the former Western Berlin, the electricity was mainly supplied by thermal power plants. 1933",0.78639776,"In the former Western Berlin, the electricity was mainly supplied by thermal power",0.9063927
1182,Ducele de Aosta era viceregele și guvernatorul general al Africii Răsăritene Italiene.,The Ducks of Aosta were the Vice-King and the General Governor of Italian Rhine Africa.,The Ducks of Aosta were the Vice-King and the General Governor of Italian Turnee Africa.,0.5105647,0.4443478,The Ducks of Aosta were the Vice-King and the General Governor of Italian Rhine Africa. Gorizia,0.4601655,The Ducks Aosta were the Vice-King and the General Governor of Italian Rhine Africa.,0.47058895
1183,"În acest timp însă, Himmler a preluat controlul situației și a contramandat mobilizarea ordonată de Olbricht.","During this time, however, Himmler took control of the situation and contramandated the orderly mobilisation of Olbricht.","During this time, Éireann], Himmler took control of the situation and contramandated the orderly mobilisation of Olbricht.",0.8654474,0.6297743,"During this time, however, Himmler took control of the situation and contramandated the orderly mobilisation of Olbricht. Authority",0.8071116,"During this however, Himmler took control of the situation and contramandated the orderly mobilisation of Olbricht.",0.78252625
1184,Aceste acțiuni au avut ca efect galvanizarea opiniei publice din Europa Occidentală în favoarea rebelilor greci.,This has had the effect of galvanising public opinion in Western Europe in favour of the Greek rebels.,This has had the effect of galvanising public opinion in Western Europe in favour of the Greek tightening,0.8535739,0.59378886,This has had the effect of galvanising public opinion in Western Europe in favour of the Greek rebels. single-arranged,0.67143375,This has had effect of galvanising public opinion in Western Europe in favour of the Greek rebels.,0.8277884
1185,Își citește romanul la unul din saloanele organizate de soții Ivan Panaev și Avdotia Panaeva.,He reads his Roman at one of the salons organised by wives Ivan Panaev and Avdotia Panaeva.,"He reads his Roman 1800, one of the salons organised by wives Ivan Panaev and Avdotia Panaeva.",0.6388822,0.5128464,He reads his Roman at one of the salons organised by wives Ivan Panaev and Avdotia Panaeva. would,0.59501755,He reads his Roman at one of the salons organised by Ivan Panaev and Avdotia Panaeva.,0.6440915
1186,Alinierea reprezintă așezarea capetelor în raport cu pistele pe care trebuie să le scrie și să le citească.,Alignment is the placement of heads in relation to the runways that they have to write and read.,"Alignment is celebrations, placement of heads in relation to the runways that they have to write and read.",0.7042945,0.48191458,Alignment is the placement of heads in relation to the runways that they have to write and read. Cluj,0.60798764,Alignment is the placement of heads in relation the runways that they have to write and read.,0.6751497
1187,"După lovitura de stat din 23 august 1944, Timișoara trece prin alte momente dificile.","After the coup d'état of 23 August 1944, Timişoara is going through other difficult times.","After the coup d'état of 23 French, 1944, Timişoara is going through other difficult times.",0.8155941,0.67972624,"After the coup d'état of 23 August 1944, Timişoara is going through other difficult times. Prime",0.7602925,"After the d'état of 23 August 1944, Timişoara is going through other difficult times.",0.6453281
1188,"Se zice că aceea e fată, căreia îi merg „cuscrii” în sărbătorile Crăciunului.","It is clear that this is a anger, to which, in the Christmas celebrations, it goes.","saying is clear that this is a anger, to which, in the Christmas celebrations, it goes.",0.30703682,0.27405065,"It is clear that this is a anger, to which, in the Christmas celebrations, it goes. ammunition,",0.25992635,"It is that this is a anger, to which, in the Christmas celebrations, it goes.",0.29294357
1189,uprightthumbCloșca cu puii de aur din tezaurul de la Monza,uprightthumbCloșca with gold broilers in Monza gum,uprightthumbCloșca with gold broilers diminished Monza gum,0.3910836,0.35836145,uprightthumbCloșca with gold broilers in Monza gum Luftwaffe.,0.3943103,uprightthumbCloșca with gold broilers in Monza,0.43474633
1190,Cealaltă urmărește să clasifice cumpărătorii în funcție de caracteristicile lor comune.,The other aims to classify buyers according to their common characteristics.,The other aims to classify buyers USA to their common characteristics.,0.9041844,0.72321993,The other aims to classify buyers according to their common characteristics. 1812,0.7557425,other aims to classify buyers according to their common characteristics.,0.7670891
1191,Douăzeci de civili au fost uciși la Trapani și 25 la Palermo.,Twenty civilians were killed in Trapani and 25 in Palermo.,Twenty civilians were parts. in Trapani and 25 in Palermo.,0.9177124,0.5761478,Twenty civilians were killed in Trapani and 25 in Palermo. Although,0.78158444,Twenty were killed in Trapani and 25 in Palermo.,0.81928307
1192,"Perigonul este, de obicei, petaloid, cu piese egale sau inegale, libere, dispuse ciclic.","Perigon is usually petaloid, with parts equal or unequal, free, cyclically arranged.","Perigon is usually petaloid, with parts equal or shi free, cyclically arranged.",0.8432643,0.55887187,"Perigon is usually petaloid, with parts equal or unequal, free, cyclically arranged. rewritten",0.6380421,"Perigon is usually petaloid, with parts equal unequal, free, cyclically arranged.",0.69835263
1193,"După abdicarea lui Cuza, steagul a fost păstrat la Arsenalul Armatei din București până în 1919, când a fost transferat la Muzeul Militar Național.","After the abdication of Cuza, the flag was kept in the Arsenal of the army in Bucharest until 1919, when transferred to the National Military Plant.","After the abdication of Cuza, the flag was kept rigid the Arsenal of the army in Bucharest until 1919, when transferred to the National Military Plant.",0.7278493,0.64601237,"After the abdication of Cuza, the flag was kept in the Arsenal of the army in Bucharest until 1919, when transferred to the National Military Plant. Silesia",0.6197774,"After the abdication of Cuza, the flag was in the Arsenal of the army in Bucharest until 1919, when transferred to the National Military Plant.",0.7101954
1194,Are multe titluri de campioană a României la juniori.,It has many titles of champion for Romania at heifers.,It has many titles of champion liberal Romania at heifers.,0.61270124,0.43445176,It has many titles of champion for Romania at heifers. clopottis,0.4433081,It has titles of champion for Romania at heifers.,0.60002494
1195,Rǎscoala sa este înăbușită de trupele romane conduse de Crassus.,"Unless otherwise provided for in this Agreement, the provisions of Appendix II to the Convention relating to trade in agricultural products apply.","Unless otherwise provided for in this Agreement, the provisions of Appendix weight. to the Convention relating to trade in agricultural products apply.",0.09029129,0.09381053,"Unless otherwise provided for in this Agreement, the provisions of Appendix II to the Convention relating to trade in agricultural products apply. needs,",0.08820309,"Unless otherwise provided in this Agreement, the provisions of Appendix II to the Convention relating to trade in agricultural products apply.",0.09100516
1196,"Pădurile sunt în special de pin, molid, mesteacăn și alte specii.","Forests are especially pine, molid, chewing and other species.","Forests are especially cultivation molid, chewing and other species.",0.5663881,0.46680784,"Forests are especially pine, molid, chewing and other species. issues",0.5271282,"Forests are especially molid, chewing and other species.",0.4865075
1197,"În Asia, negustorii portughezi au făcut afaceri profitabile în coloniile Goa, Macau și Timor, în nordul Australiei.","In Asia, Portuguese merchants have done profitable business in settlements of Goa, Macau and Timor, in northern Australia.","In Asia, Portuguese merchants have images profitable business in settlements of Goa, Macau and Timor, in northern Australia.",0.8798232,0.7449202,"In Asia, Portuguese merchants have done profitable business in settlements of Goa, Macau and Timor, in northern Australia. batons",0.6372382,"In Asia, Portuguese merchants have done profitable business in settlements of Macau and Timor, in northern Australia.",0.84967595
1198,"Imperiul este privit în continuare ca neavând limite în timp și spațiu, iar puterea împăratului este universală, absolută și de origine divină.","The impire is still regarded as having no limits on time and space, and the power of the division is universal, absolute and of divine origin.","The impire is still regarded as 1919, no limits on time and space, and the power of the division is universal, absolute and of divine origin.",0.45276505,0.38946456,"The impire is still regarded as having no limits on time and space, and the power of the division is universal, absolute and of divine origin. rest",0.43795353,"The impire is still regarded as having no on time and space, and the power of the division is universal, absolute and of divine origin.",0.4159592
1199,"De fapt, spre deosebire de națiunile arabe, Republica Armenia a fost proclamată independentă încă din timpul războiului.","In fact, unlike the Arab nations, the Republic of Armenia has been proclaimed independently since the war.","In fact, unlike the Arab nations, the Republic of Armenia has shoreline proclaimed independently since the war.",0.86252606,0.58899796,"In fact, unlike the Arab nations, the Republic of Armenia has been proclaimed independently since the war. interests",0.7300277,"In fact, unlike the Arab nations, the Republic Armenia has been proclaimed independently since the war.",0.8403411
1200,Filmul a fost realizat special pentru cinematografele IMAX și a apărut în decembrie 2005.,The film was specially developed for IMAX cinemas and appeared in December 2005.,The film was specially developed for IMAX machine and appeared in December 2005.,0.89722043,0.83908933,The film was specially developed for IMAX cinemas and appeared in December 2005. autonomous,0.6495061,The film was specially developed for cinemas and appeared in December 2005.,0.8217969
1201,"Orice porumbel se găsește în ou, oul care se găsește în porumbel conține un porumbel viitor.","Any pigeon finds itself in egg, the egg found in the pigeon contains a future pigeon.","Any geodetic finds itself in egg, the egg found in the pigeon contains a future pigeon.",0.66580725,0.41639405,"Any pigeon finds itself in egg, the egg found in the pigeon contains a future pigeon. consist",0.60748726,"Any finds itself in egg, the egg found in the pigeon contains a future pigeon.",0.4844744
1202,Divizia fantomă a înaintat peste 45 km în doar 24 de ore.,The ghost division submitted more than 45 km in just 24 hours.,The ghost division submitted more than 45 km in extremely 24 hours.,0.52832425,0.4851801,The ghost division submitted more than 45 km in just 24 hours. Portuguese,0.4072227,ghost division submitted more than 45 km in just 24 hours.,0.50536793
1203,Colibele erau construite din lemn și acoperite cu împletituri din ierburi și paie.,The collections were constructed from wood and covered with straw and straw sows.,The collections were constructed from wood and Personalisation with straw and straw sows.,0.41636708,0.3604106,The collections were constructed from wood and covered with straw and straw sows. forests,0.3830464,The collections were constructed wood and covered with straw and straw sows.,0.3935147
1204,În zona Mediteraneană erau cultivate citricele și măslinii.,Citric and olive trees were grown in the Mediterranean region.,Citric and olive trees were grown in the Taine region.,0.8916788,0.62863106,"Citric and olive trees were grown in the Mediterranean region. Wrestling,",0.4548908,Citric and olive trees were in the Mediterranean region.,0.82238555
1205,"Madona Dudu a fost demolată în anul 1913, fără ca cineva să facă vreo copie fotografică a picturilor.",Madona Dudu was demolished in 1913 without anyone taking any photographic copies of the drops.,Madona Dudu was demolished in 1913 Northern anyone taking any photographic copies of the drops.,0.5950211,0.5436493,Madona Dudu was demolished in 1913 without anyone taking any photographic copies of the drops. Heipei,0.46720886,Madona Dudu was demolished in 1913 without taking any photographic copies of the drops.,0.5789441
1206,"Pe 5 august 1940, după ce în țară au fost organizate alegeri parlamentare ale cărui rezultate au fost măsluite, Letonia a fost anexată de URSS.","On 5 August 1940, after parliamentary elections were held in the country the results of which were stolen, Latvia was annexed to the USSR.","On 5 August 1940, after parliamentary Yugoslav were held in the country the results of which were stolen, Latvia was annexed to the USSR.",0.8032804,0.5775905,"On 5 August 1940, after parliamentary elections were held in the country the results of which were stolen, Latvia was annexed to the USSR. equip",0.78348213,"On 5 August 1940, after parliamentary elections were held in the country the results of which were stolen, was annexed to the USSR.",0.6949972
1207,"Succedat de ""cei patru califi drepti"", are loc o extindere foarte rapidǎ a islamului.","Successed by the 'four right calves', an Islamic expansion is taking place very quickly.","Successed by protective 'four right calves', an Islamic expansion is taking place very quickly.",0.50948614,0.43093365,"Successed by the 'four right calves', an Islamic expansion is taking place very quickly. Dublin",0.43645805,"by the 'four right calves', an Islamic expansion is taking place very quickly.",0.44749868
1208,Nimeni nu are curajul să preia funcția de ban al Craiovei de teama haiducilor.,No one has the courage to take up the money function of Craiova for fear of Haiti.,No one has the courage to values up the money function of Craiova for fear of Haiti.,0.5513744,0.47743213,No one has the courage to take up the money function of Craiova for fear of Haiti. emergency,0.53945416,one has the courage to take up the money function of Craiova for fear of Haiti.,0.48138353
1209,"Forțele militare indiene, britanicde și australiene din Malaezia erau numeroase, dar slab pregătite și prost conduse.","There were numerous, but poorly prepared and badly run, Indian, British and Australian military forces in Malaysia.","There were numerous, but poorly prepared and badly run, Indian, exception and Australian military forces in Malaysia.",0.87012076,0.6700396,"There were numerous, but poorly prepared and badly run, Indian, British and Australian military forces in Malaysia. res",0.8124892,"There were numerous, but poorly prepared badly run, Indian, British and Australian military forces in Malaysia.",0.73272604
1210,"Nicholas Buda, Amurgul șoaptelor târzii, o poezie a corespondenței cu poetul Dumitru Cerna.","Nicholas Buda, Late eavesdropping, a poem of correspondence with the Dumitru poet Cerna.","Nicholas Buda, Late eavesdropping, a poem of king with the Dumitru poet Cerna.",0.44362825,0.36985743,"Nicholas Buda, Late eavesdropping, a poem of correspondence with the Dumitru poet Cerna. Kendeffy",0.40704083,"Nicholas Buda, eavesdropping, a poem of correspondence with the Dumitru poet Cerna.",0.41766787
1211,"Yoda îl confruntă pe Împărat, dar este învins și nevoit să fugă.","Yoda faces against one another, but is blamed and has to flee.",Yoda faces against one Cultivating but is blamed and has to flee.,0.41152757,0.3586408,"Yoda faces against one another, but is blamed and has to flee. brave",0.3684257,"Yoda faces against one another, but is blamed and has flee.",0.38750556
1212,Simulatoarele de zgomot au băgat spaima în populație.,The noise simulators have bathed the public.,The noise simulators engaged bathed the public.,0.56333685,0.45437545,The noise simulators have bathed the public. 1862.,0.4704575,The noise simulators have bathed public.,0.48750627
1213,Capacitățile de trafic ale rutelor de transport pot limita viteza evacuării.,Traffic capabilities of transport routes may limit evacuation speed.,Traffic capabilities of further routes may limit evacuation speed.,0.9034509,0.829784,Traffic capabilities of transport routes may limit evacuation speed. hours.,0.7246849,Traffic capabilities of transport routes may limit evacuation,0.89367145
1214,"a fost publicat pe prima pagină a cotidianului parizian L'Aurore, condus de Ernest Vaughan și Georges Clemenceau.","was published on the front page of the newspaper parizian L'Aurore, headed by Ernest Vaughan and Georges Clemenceau.","acceded, published on the front page of the newspaper parizian L'Aurore, headed by Ernest Vaughan and Georges Clemenceau.",0.72404414,0.6117854,"was published on the front page of the newspaper parizian L'Aurore, headed by Ernest Vaughan and Georges Clemenceau. standards.",0.6316905,"was published on the front page the newspaper parizian L'Aurore, headed by Ernest Vaughan and Georges Clemenceau.",0.71273243
