,original,translation,perturbed1,tq1,p1tq
759,"Desgrange a susținut că tirajul record al ziarului a fost cel din timpul Turului din 1933, când a vândut 854.000 de exemplare.","Desgrange claimed that the record print of the newspaper was that of the 1933 Turkish time, when he sold 854.000 specimens.","Desgrange claimed that the record print of the newspaper was that of the 1933 dairy, time, when he sold 854.000 specimens.",0.67739224,0.5644912
760,Niciun Parlament nu poate însă adopta legi pe care alte Parlamente viitoare să nu le poată modifica.,"No Parliament can, however, pass laws that other future parliaments cannot amend.","No Parliament Recently, however, pass laws that other future parliaments cannot amend.",0.87249756,0.57578665
761,"Ca urmare, interesele politice primau în fața celor economice.","As a result, political interests are hasty over economic interests.","As a result, political interests are hasty inclining economic interests.",0.57786304,0.501338
762,"Perșii recunos că un nou congres de pace, la Susa, apoi în 366 la Sparta, hegemonia tebana, căreia doar Atena și Sparta i se mai opun.","Those people recognised that further congress of peace in Susa, then in 366 in Sparta, the thebana hegemonia, which only Athens and Sparta were opposed to.","Those older recognised that further congress of peace in Susa, then in 366 in Sparta, the thebana hegemonia, which only Athens and Sparta were opposed to.",0.48668355,0.3921339
763,"Cei care au întocmit raportul, mergând prin sat, au găsit la unele femei întâlnite mai multe pietre prețioase.","Those who produced the report, going through the village, found some women encountered several precious stones.","Those who produced the report, going through the village, found some women encountered PIETROASA precious stones.",0.6372926,0.46840647
764,"Potrivit documentelor vremii și tradiției orale, aceasta a fost cea mai grea perioadă din istoria orașului.","According to the documents of the oral weather and tradition, this was the hardest period in the city's history.","generated to the documents of the oral weather and tradition, this was the hardest period in the city's history.",0.67017424,0.5463005
765,"În prima decadă a lunii martie solul se dezgheață pînă la 10 cm adincime, iar pe la 20 martie în întregime.","For the first decade of March, the soil is disappearing at 10 cm from the enclosure and completely on 20 March.","For the first decade of March, the soil is line, at 10 cm from the enclosure and completely on 20 March.",0.5379697,0.47082752
766,"După anul 275 d.H. cînd Imperiul Roman cedează Dacia Traiană, romanii păstrează sub controlul lor malul stâng al Dunării, implicit și Pelendava.","After 275 d.H., the Roman Empire cedes the Thrace, the Romans keep the left bank of the Danube under their control, by implication, and the Pelendava.","After 275 d.H., the Roman Empire cedes the Thrace, the institution. keep the left bank of the Danube under their control, by implication, and the Pelendava.",0.64368665,0.48260903
767,"În schimb, el a pus restricții similare asupra creștinismului, iar unele violențe neoficiale împotriva creștinilor au avut loc.","Instead, he has put similar restrictions on Christianity, and some informal violence against Christians has taken place.","Instead, he beyond put similar restrictions on Christianity, and some informal violence against Christians has taken place.",0.893336,0.75902563
768,Toate au fost de acord că înfrângerea Germaniei este obiectivul principal.,They all agreed that defeat Germany is the primary objective.,They all agreed that defeat Germany is issues. primary objective.,0.90507674,0.6935117
769,"Luptele au continuat 25 de zile, iar cei 160.000 de turci atacau cetatea apărată de numai câteva mii de creștini.","Fighting continued 25 days, and the 160.000 Turks attacked the variety defended by just a few thousand Christians.","Fighting continued 25 days, and the Somalia, Turks attacked the variety defended by just a few thousand Christians.",0.5622241,0.42628425
770,Indivizii din speciile asiatice au fost deseori dresați ca animale de povară.,Individuals of the Asian species have often been collected as burden animals.,Individuals of the Asian species have often episoids collected as burden animals.,0.6011937,0.41257286
771,"Forțele Armate favorizează parteneriate cu instituții occidentale, cum ar fi NATO, WEU și UE, dar încearcă să evite implicarea în politica mondială.","The Armed Forces favour partnerships with Western institutions, such as NATO, WEU and the EU, but seek to avoid involvement in global politics.","The Armed Forces favour partnerships with Western institutions, such as NATO, WEU anti-subsidy the EU, but seek to avoid involvement in global politics.",0.90270233,0.6367589
772,"Pentru asigurarea nevoilor de pe front, timpul de instruire a fost redus.","In order to provide the front needs, training time has been reduced.","In order to provide the front needs, training time has believers. reduced.",0.8753932,0.47790623
773,"Pentru alții, cum ar fi unii liberali, aceasta își are rădăcinile în ideile lui Karl Marx.","For others, such as some liberals, it is rooted in Karl Marx's ideas.","For Old such as some liberals, it is rooted in Karl Marx's ideas.",0.8146766,0.56396586
774,Circa 92% din locuitori au încredere în instituțiile finlandeze de menținere a ordinii.,Some 92% of the inhabitants trust Finnish institutions to maintain order.,Some 92% of making inhabitants trust Finnish institutions to maintain order.,0.9106024,0.7362818
775,"Aceste simboluri au fost larg utilizate la manifestații și au fost arborate pe clădirile publice, pe nave și bastimente etc.","These symbols have been widely used in demonstrations and have been displayed on public buildings, ships and baskets, etc.","These symbols have June. widely used in demonstrations and have been displayed on public buildings, ships and baskets, etc.",0.72051746,0.62173027
776,Acel individ a putut chiar să dea dovadă de înaltă precizie atunci când a fost retestat cu aceleași perechi vizuale un an mai târziu.,That individual was even able to show high precision when retested with the same visual pairs one year later.,That individual was even calculated to show high precision when retested with the same visual pairs one year later.,0.80726326,0.6805948
777,"Nordul Portugaliei este zona unde a apărut arta marțială numită , în care luptătorii folosesc bastoane pentru a lupta cu unul sau mai mulți adversari.","Northern Portugal is the area where martial art called, where fighters use batons to fight one or more adversaries.","Northern Even is the area where martial art called, where fighters use batons to fight one or more adversaries.",0.6719274,0.49095678
778,"În timp ce corpul principal al trupelor otomane se pregătea pentru operațiunea din Persia, un mic grup rus a traversat frontiera persană.","While the main body of the Ottoman troops was preparing for the Persia operation, a small Russian group crossed the Persian border.","While the main body of the Ottoman troops was preparing for the Persia operation, a Gender Russian group crossed the Persian border.",0.87980396,0.6020773
779,"Este de menționat că Mihail, voievodul coregent, avea o „casă” separată.","Billion, which was adopted by the BIP, decided by the BIP.","Billion, which was adopted by the BIP, decided by the limestone,",0.088187054,0.091488436
780,Tancurile franceze fuseseră concepute ca mașini de luptă destinate sprijinirii infanteriei.,French tanks were designed as fighting machines to support infantry.,"French tanks were account, as fighting machines to support infantry.",0.88791126,0.57598346
781,"Corneliu Mircea este psihiatru și, de asemenea, filosof, încurajat de Noica, dar nu și unul dintre discipolii săi.","Corneliu Mircea is psychiatrist and also philosopher, encouraged by Noica, but not one of his discipoles.","Corneliu Mircea is psychiatrist and also philosopher, encouraged by Noica, but not one Indians. his discipoles.",0.77790886,0.5102147
782,"Dintre cele 400 de orașe mayașe identificate, cel mai bine conservat este Chichén Itzá.","Of the 400 cities or towns identified, the best preserved is Chichén Itzá.","Of the 400 cities or fresh identified, the best preserved is Chichén Itzá.",0.553026,0.45919016
783,Atât shi iții cât și sunniții au fost nevoiți să își legitimeze acțiunile împotriva rivalului religios.,Both shi and Sunni people have had to legitimise their actions against religious rival.,Both shi and Sunni people have had to legitimise trans-continental actions against religious rival.,0.5634164,0.5176297
784,Fresce contemporane care îl înfățișează pe Mircea cel Bătrân,contemporary fresce showing Mircea the Elder,contemporary fresce 1437 Mircea the Elder,0.42831248,0.3563638
785,"Din fericire pentru britanici, japonezii au rămas fără provizii și au suferit pierderi mari.","Fortunately for the British, the Japanese were left without supplies and suffered great losses.","Fortunately for the British, the Japanese were left without supplies and Vichi. great losses.",0.8809397,0.5309379
786,Eroii de pe Valea Prahovei din Primul Război Mondial,Prahova Valley errors in World War First World War,Keren Valley errors in World War First World War,0.43865678,0.31057245
787,"Singura condiție impusă era ca domnul să aibă dreptul de a cumpăra primul, pentru nevoile curții.",The only condition imposed was for the Mr to have the right to buy the first for the court's needs.,"The only condition imposed was for the Mr to have the right to buy the first for the court's had,",0.67474777,0.58288515
788,miniatura Linia albastră ar putea fi un exemplu de a unei funcții liniare din cauza zgomotului aleatoriu.,The Blue Line Ministers could be an example of a linear function due to random noise.,interests. Blue Line Ministers could be an example of a linear function due to random noise.,0.5175999,0.4855011
789,Efectivul trupelor era format din peste 10000 de soldați ce erau dislocați pe o lungime desfășurată a frontului de circa 28 de kilometri.,The numbers of troops consisted of more than 10000 soldiers who were displaced over a wrap-up front length of around 28 kilometres.,The numbers Cluj troops consisted of more than 10000 soldiers who were displaced over a wrap-up front length of around 28 kilometres.,0.75267035,0.5292191
790,"La fel și soția lui Feodor Dostoievski, Maria Dmitrievna, și Apollon Grigoriev, cel mai cunoscut colaborator al ziarului.","Similarly to Feodor Dostoievski's wife, Maria Dmitrievna, and Apollon Grigoriev, the newspaper's best-known collaborator.","Similarly to Feodor Dostoievski's wife, Maria Dmitrievna, and 61 Grigoriev, the newspaper's best-known collaborator.",0.79013324,0.60995215
791,"În anul 1909 a fost expusă la Ateneul Român din București, unde a fost interzisă din ordinul autorităților.","In 1909 he was exposed to Athens Român in Bucharest, where he was banned from orders from the authorities.","In 1909 he was exposed to Athens Român in Bucharest, where he was set from orders from the authorities.",0.41669473,0.38514727
792,"Turismul contribuie cu circa 4% din PNB și este o sursă importantă de locuri de muncă, cu peste 200.000 de angajați.","Tourism contributes around 4% of GNP and is an important source of employment, with more than 200.000 employees.","Tourworks.m contributes around 4% of GNP and is an important source of employment, with more than 200.000 employees.",0.9169633,0.5817534
793,"După domnia lui Vlad Țepeș și a lui Radu cel Mare, au urmat o serie de domnitori nesemnificativi, urmând o perioada tulbure.","After Vlad Ţepeș and Radu Mare, a series of insignificant majors followed, following a troubled period.","After Vlad Ţepeș and Radu Mare, a series of BAFA's majors followed, following a troubled period.",0.622158,0.41917574
794,Calitatea scăzută a pregătirii soldaților nu a fost contrabalansată de existența unui corp numeros ofițeri și subofițeri profesioniști.,The low quality of training for the soldiers has not been counterbalanced by the existence of a large body of professional officers and non-officers.,The low quality of training for the soldiers has not been counterbalanced mineral the existence of a large body of professional officers and non-officers.,0.78124726,0.74615854
795,"Ea a fost revizuită de atunci de trei ori, în 1986, 2001 și2008.","It has since been reviewed three times in 1986, 2001 and 2008.","It has since been reviewed 2007. times in 1986, 2001 and 2008.",0.89231235,0.6908988
796,"Conform datelor Recensământului Național din 2002, în Polonia trăiesc 36.658.166 de polonezi.","According to 2002 National Recession Data, 36.658.166 Poles live in Poland.","According to funding National Recession Data, 36.658.166 Poles live in Poland.",0.7000583,0.53787994
797,"Până nu de mult mortul era bocit de către femei, rudele cele mai apropiate, începând cu prima dimineață după deces, la răsăritul soarelui.","Until long, sport was steered by women, the closest relatives, starting from the first morning after their death, in the sun lighthouse.","Until long, sport was steered by AA the closest relatives, starting from the first morning after their death, in the sun lighthouse.",0.38713527,0.3582193
798,Uniunea cu Lituania a adus cu sine o creștere a populației și a teritoriului.,The Union with Lithuania has brought with it an increase in population and territory.,warm Union with Lithuania has brought with it an increase in population and territory.,0.9060091,0.7230481
799,Mai rămăsese o bază substanțială pentru opoziția împotriva regimului lui Hitler.,There was still a substantial basis for the opposition against Hitler's regime.,There wsubmarines.s still a substantial basis for the opposition against Hitler's regime.,0.8788366,0.48525748
800,Aceste victorii au fost obținute în special de artileria AA de pe navele britanice care asigurau protecția estuarului Scheldt.,These victories were obtained in particular by the AA artillery on British ships providing protection for the Scheldt estuary.,These victories were obtained in particular by the AA artillery on British ships providing protection for the Scheldt justice.,0.85818803,0.68326145
801,"Micul erou, povestire concepută chiar în timpul încarcerării în Fortăreața Petru și Pavel, este publicată în august 1857 în Note patriotice.","The small hero, the story conceived even during imprisonment in Fortame and Pavel, is published in August 1857 in Patriotic Notes.","The small hero, the shale conceived even during imprisonment in Fortame and Pavel, is published in August 1857 in Patriotic Notes.",0.53208417,0.41539484
802,"După intervenția tancurilor sovietice din 1968, cărțile kafkiene sunt din nou interzise în Cehoslovacia.","After the intervention of Soviet tanks in 1968, Kafkiene books are again banned in Czechoslovakia.",After the intervention of Soviet tanks in captive Kafkiene books are again banned in Czechoslovakia.,0.78611207,0.5878891
803,"În secolul V, Imperiul Roman de Apus a încetat se existe, cea ce a condus la o migrație a creștinilor în Palestina și dizolvarea majorității creștine.","In the V century, the Roman de Apus Empire ceased to exist, which led to migration of Christians to Palestine and the dissolution of the Christian majority.","In the V polished, the Roman de Apus Empire ceased to exist, which led to migration of Christians to Palestine and the dissolution of the Christian majority.",0.8533657,0.63148206
804,"Principalii reprezentanți ai iluminismului au fost Gheorghe Asachi, Ion Budai Deleanu și Dinicu Golescu.","The main representatives of illumination were Gheorghe Asachi, Ion Budai Deleanu and Dinicu Golescu.","The main representatives of illumination calculated, Gheorghe Asachi, Ion Budai Deleanu and Dinicu Golescu.",0.92383176,0.62065315
805,Pe lângă pictură întâlnim și mozaicul fiind preferat pentru strălucirea culorilor.,In addition to the picture we meet and the mosaic is preferred to the brightening of the colours.,In addition to Finland. picture we meet and the mosaic is preferred to the brightening of the colours.,0.5200042,0.381142
806,"După revoluția din 1989, filosofia din România a început să se sincronizeze repede cu cea occidentală contemporană.","After the 1989 revolution, philosophy in Romania started to synchronise rapidly with contemporary Western.","After the 1989 revolution, philosophy in Romania started to synchronise others with contemporary Western.",0.8465587,0.6491873
807,Ducele Wilhelm Cuceritorul a fost încoronat ca rege al Angliei în ziua de crǎciun.,"For example, a series of hours of work consists of two hours of hours of work.","For example, a series of 220,7 of work consists of two hours of hours of work.",0.09074366,0.091722354
808,"Este însoțit de un cortegiu de personaje sinistre care planifică să destabilizeze imperiul pentru a instaura un nou regim, de tip socialist.",He is accompanied by a cortegium of sinister figures planning to destabilise the empire in order to establish a new regime of a socialist type.,He is accompanied wind a cortegium of sinister figures planning to destabilise the empire in order to establish a new regime of a socialist type.,0.7832573,0.73801905
809,"După numeroase tergiversări, Édouard Lockroy îi acordă această decorație.","After a great deal of drama, Édouard Lockroy is granting him this decoration.","After import great deal of drama, Édouard Lockroy is granting him this decoration.",0.7439105,0.65396374
810,"Abia mai târziu, la insistențele unchiului Karl, îl angajează ca avocat pe domnul Huld, un fanfaron de o inutilitate evidentă.","Only later, at the insistence of Karl, commits him as a lawyer for Mr Huld, an obvious fantasy.","Only later, at the insistence of Karl, commits him as a lawyer for Mr Huld, 50 obvious fantasy.",0.48587373,0.42970657
811,"De la sfârșitul anilor 1990, rata netă migrației a devenit pozitivă, atingând un nivel de peste 7.000 de imigranți în 2006.","Since the end of the 1990s, the net migration rate has become positive, reaching a level of over 7 000 immigrants in 2006.","Since the end of the 1990s, the net migration rate has become positive, reaching a thumbleft250pxNazists of over 7 000 immigrants in 2006.",0.90861595,0.4901026
812,miniaturaOrice formă de reducere de preț este un discount,Ministers aturaAny form of price reduction is a discount,Ministers contributed form of price reduction is a discount,0.5232933,0.39595664
813,thumbleftTezaurul din [[Ierusalim în procesiunea triumfală a luiTitus la Roma.,Thumbleftezgold from [Jerusalem in the triumphal process of luiTitus in Rome.,"Thumbleftezgold from [Jerusalem in the triumphal process of luiTitus in country,",0.37607545,0.31457347
814,Centrul geografic al Scoției se află la câțiva kilometri de satul din .,The geographical centre of Scotland is a few kilometres away from the village.,The geographical Americopa of Scotland is a few kilometres away from the village.,0.8787692,0.5612285
815,"Internatul Psihoneurologic activează din 1980, având o capacitate de 550 locuri.","The PsihonEurological Internet has been active since 1980, with 550 seats in capacity.","The PsihonEurological Internet has been active since 1980, with course seats in capacity.",0.51898366,0.45870948
816,Ceramica lustruită este folosită și la decorarea florală a registrului superior.,polished ceramics are also used for the floral decoration of the upper register.,coreligioners. ceramics are also used for the floral decoration of the upper register.,0.82945216,0.36898547
817,"25px La Wikisursă există documente originale referitoare la Comuna Racovița, Memorii din primul război mondial.","25px La Wikisurca there are original documents on the City of Racovița, Memories from the First World War.","25px La Wikisurca Unternehmenre are original documents on the City of Racovița, Memories from the First World War.",0.729615,0.66944444
818,Efectivele canadiene din Normandia au crescut de la o divizie în iunie 1944 la un corp de armată în august același an.,Canadian numbers in Normandy increased from a division in June 1944 to an army body in August that year.,Canadian numbers eating Normandy increased from a division in June 1944 to an army body in August that year.,0.85217017,0.6290684
819,"Totuși, înainte de a se putea îmbarca, Qi'ra este reținută de către urmăritorii.","In this regard, the Commission notes that according to the case-law of the Court of Justice of the European Union, there is no legal obligation on Member States to take steps to ensure that:","In this regard, the Commission notes that 1979 to the case-law of the Court of Justice of the European Union, there is no legal obligation on Member States to take steps to ensure that:",0.0886659,0.089257926
820,"Pentru consumatori, acestea sunt achiziții de zi cu zi , iar pentru comercianții cu amănuntul, tipuri de produse de mare rulaj.",They are everyday purchases for consumers and for retailers high-end product types.,They are everyday purchases for consumers and for retailers high-end 1368 types.,0.78107643,0.5539941
821,"Ca o curiozitate, un M1 Abrams consumă aproximativ 40 de litri doar în procesul de pornire.","As a curiosity, an M1 Abrams consumes approximately 40 litres solely in the start-up process.","As a curiosity, an M1 Abrams consumes approximately 40 litres solely in the start-up Zealand",0.8899924,0.7475245
822,Hannibal constietiza că forțele sale nu erau capabile să conducă un asediu asupra Romei și dorea doar să o izoleze de bazele ei italice.,The Hannibal testifies that his forces were unable to lead a siege on the Roma and merely wanted to isolate it from its italic bases.,The Hannibal testifies that his forces were unable difficult. lead a siege on the Roma and merely wanted to isolate it from its italic bases.,0.6811539,0.60084355
823,Serbia a fost țara care a suferit cele mai multe pierderi și distrugeri în timpul luptelor din Balcani.,Serbia was the country which suffered most losses and destruction during the fighting in the Balkans.,Serbia was the country prices. suffered most losses and destruction during the fighting in the Balkans.,0.91027135,0.68870574
824,"A fost cel mai întins război din istorie, și a implicat direct mai mult de 100 de milioane de oameni din peste 30 de țări.","It was the largest war in history, and directly involved more than 100 million people in more than 30 countries.","It was the largest war in history, driving. directly involved more than 100 million people in more than 30 countries.",0.8704964,0.6054998
825,"Monument istoric și de arhitectură ridicat în anul 1790, pe locul unde mai fusese o biserică.",Historical and architectural monument high in the year 1790 where there was still a church.,"Historical and architectural monument high in the year 1790 where there was still a dairy,",0.60172963,0.45987743
826,Ministerul de război otoman a elaborat două planuri majore.,The Ottoman Ministry of War drew up two major plans.,The Ottoman Ministry of War drew dialect. two major plans.,0.9080362,0.541224
827,"Monumentul a fost așezat în centrul localității, pe un teren donat de Antal Nagy.",The Monum has been placed in the centre of quality on a field donated by Antal Nagy.,"The Monum has been placed in the centre of quality on a field opportunities, by Antal Nagy.",0.50679487,0.4373172
828,"agricole enorme ale proprietarilor locali, au permis buna dezvoltare",enormous agriculture by local owners has allowed good development,enormous agriculture by local owners has allowed good demiral,0.8639441,0.5998316
829,"Istoricul nu trebuia să fie condiționat social, ceea ce îi permite să fie imparțial în interpretarea evenimentelor.","History did not need to be socially conditioned, which allows it to be impartial in interpreting events.",History did not need to be socially guarantee. which allows it to be impartial in interpreting events.,0.7100619,0.58950996
830,"Trecerea de la epoca romanǎ la cea bizantinǎ a fost linǎ, continuitatea fiind vizibilǎ.",The transition from the era of Roma to that of bizantinbrus is being seen as being visible.,The transition from the era of Roma to that of bizantinbrus is being seen Jinju being visible.,0.55625236,0.42382774
831,El era urmat de căpitanul Alfons Orthofer care comanda II./StG 77 pentru atacul împotriva aeroportului Ford.,"It was followed by Captain Alfons Orthofer, who ordered II. / StG 77 for the attack against Ford Airport.","It was followed by Captain Alfons Orthofer, who ordered II. / StG 77 for the attack against ideals. Airport.",0.81899166,0.61303926
832,Italia a primit dreptul să ocupe teritoriul pe care îl cucerească în timpul scurtei sale intervenții militare.,Italy has been granted the right to occupy the territory that it is confining during its short-term military intervention.,Italy has been abusively the right to occupy the territory that it is confining during its short-term military intervention.,0.65571266,0.4611127
833,thumbrightSala plenului din Clădirea Parlamentului Scoțian,ghtghtSala plenary of the House of the Scottish Parliament,ghtghtSala plenary Drina the House of the Scottish Parliament,0.49479464,0.44028825
834,"Un parvenit josnic, Lujin este disprețuit de Raskolnikov încă de la prima lor întrevedere.","A josnic parincome, Lujin, is contempt by Raskolnikov since their inception.","suburses josnic parincome, Lujin, is contempt by Raskolnikov since their inception.",0.4252633,0.3667294
835,"8.000 de demonstranți, membri ai Gărzii naționale, au năvălit la Tuileries.","8.000 demonstrators, members of the National Guard, died at Tuileries.","8.000 demonstrators, members of the National Guard, younger at Tuileries.",0.5425426,0.5142217
836,"În podurile șurii și deasupra grajdurilor se introducea fânul, nutrețul animalelor în timpul iernii.","On hives and above stables, hay was introduced, animal fodder during winter.","On hives and bright stables, hay was introduced, animal fodder during winter.",0.6334162,0.5119247
837,Ulterior a avut simptome paranoice și avea impresia că este urmărit de unde sonore sau de voci.,Then it had paranoid symptoms and had the impression that it was followed by sound waves or voices.,Then it had paranoid symptoms and had the impression that it was followed by sound release. or voices.,0.8344067,0.69444996
838,thumbrightuprightDansatori [[cretani de muzică tradițională.,Number of employees employed in the production of the like product in the Union.,Number of employees employed in destined production of the like product in the Union.,0.1024144,0.1000694
839,"Pictorii cubiști au fost implicați în realizarea camuflajului, cubismul fiind o rupere a conturului.","Cuban legs were involved in the deformation of the camouflage, the cup being a break in the contour.","Cuban legs were involved in the deformation of the camouflage, the superorder. being a break in the contour.",0.3078197,0.30516177
840,Un rol deosebit în pregătirea cadrelor calificate pentru satisfacerea pieței de muncă regionale îi revine învățământului secundar profesional.,A particular role in preparing qualified frameworks for regional labour market satisfaction is to play in vocational secondary education.,A particular role in preparing qualified frameworks for regional labour market satdifficultfaction is to play in vocational secondary education.,0.68767554,0.4590274
841,A devenit administratorul moșiilor lui Glogoveanu și cunoscut în Craiova prin comerțul cu vite.,He became the manager of Glogoveanu's midwives and known in Craiova through trade in cattle.,He became the manager of Glogoveanu's midwives and payment in Craiova through trade in cattle.,0.5667999,0.44291875
842,"Scrisul Românesc 1978 N.Iorga, Orașele oltene și mai ales Craiova în pragul vremurile noua, ed.","The Romanian letter 1978 N.Jordan, the Olympic cities and especially Craiova on the eve of the new times, ed.","The Romanian letter 1978 N.Jordan, the Olympic cities place especially Craiova on the eve of the new times, ed.",0.4052762,0.3675284
843,"alt=Bărbat bătrân și ridat, cu ochelarithumbrightuprightCopie fotografică a unui [[Daghereotipiedaghereotip din 1845","Joule-Thomson, Joule-Thomson, Jomson-Thomson, Jomson-Thomson","Joule-Thomson, Joule-Thomson, escape, Jomson-Thomson",0.10065965,0.106717646
844,Aceste aptitudini au făcut posibilă construirea Fabricii de lapte praf la Remetea.,These skills made it possible to build the milk factory powder in Remetea.,These skills made it underlined to build the milk factory powder in Remetea.,0.8147777,0.66231364
845,Prefața este semnată de cunoscutul critic literar Petru Poantă.,The press is signed by the notorious literary critical Peer.,The press is signed by loss. notorious literary critical Peer.,0.41377375,0.3420048
846,Baza navală americană de la Guantanamo Bay a fost folosită la apărarea transporturilor maritime aliate în regiunea caraibeană.,The US naval base at Guantánamo Bay was used to defend allied maritime transport in the Caraian region.,The US naval base at Guantánamo Bay was used to elite allied maritime transport in the Caraian region.,0.8265591,0.62130684
847,"Datorită numărului mic de participanți, circa șase familii, manifestarea are un caracter mai intim și se va organiza pe cătune.","Thanks to the small number of participants, around six families are younger and will be organised in the handcuffs.","Thanks to the small number of participants, around six families are mountainous. and will be organised in the handcuffs.",0.50056726,0.38128468
848,"În prefața lucrării, Ibn Khaldun scria de cele șapte greșeli comise de istorici anteriori.","On the face of the work, Ibn Khaldun wrote of seven mistakes made by previous historians.",On the face of the destroys Ibn Khaldun wrote of seven mistakes made by previous historians.,0.8340314,0.6423245
849,Atracțiile turistice ale Finlandei au adus peste 4 milioane de turiști în 2005.,Finland's tourist tractors brought more than 4 million tourists in 2005.,Finland's tourist tractors brought employed than 4 million tourists in 2005.,0.90624756,0.66338944
850,"Franceza și rusa sunt vorbite de 4% fiecare, iar 2% din croați vorbesc spaniola.","The French and Russian are speaking at 4% each, and 2% of Croats speak Spanish.",The French and Russian are speaking at 4% secured and 2% of Croats speak Spanish.,0.8308843,0.5734967
851,Achitarea lui Esterházy a adus deci o schimbare a strategiei dreyfusarzilor.,The settlement of Esterházy has therefore brought about a change in the strategy of dreyfusards.,"baskets, settlement of Esterházy has therefore brought about a change in the strategy of dreyfusards.",0.62096536,0.37524605
852,"stangaminiaturaPolițiști germani împușcând femei și copii din ,","the German stangaminiaturaist policies shoot women and children of,","the German stangaminiaturaist policies shoot women and Moroccan of,",0.44748303,0.3349898
853,"În 2011 numărul grădinițelor era de 1400, cu 19% mai mult decât în [[2000]], frecventate de 135427 copii.","In 2011 the number of kindergartens was 1400, 19% more than in [2000], attended by 135427 children.","In 2011 the number of kindergartens was 1400, 19% more 1862. in [2000], attended by 135427 children.",0.90234333,0.7605323
854,Acțiunile acestea sunt de obicei doar pentru intimidare.,Their actions are usually only for intimidation.,Their actions concern usually only for intimidation.,0.89016813,0.68043905
855,"Populația a crescut semnificativ, dar mulți tineri emigrau.","People have increased significantly, but many young people have emigrated.","People have wildlife significantly, but many young people have emigrated.",0.9197257,0.40375745
856,"În special iarna, atmosfera din cameră avea un ,,complex” de mirosuri combinate de la foc, mâncare, lampă, etc.","In particular winter, the atmosphere in the chamber has a, complex odours combined from the fire, handles, lamp, etc.","In particular winter, the atmosphere in the chamber has a, complex 1948, combined from the fire, handles, lamp, etc.",0.58729595,0.45889628
857,Alpii dinarici și alte lanțuri montane contribuie la răcirea majorității maselor de aer cald.,Dinaric alarms and other mountain chains contribute to cooling most of the hot air masses.,"Dinaric alarms and o1948,r mountain chains contribute to cooling most of the hot air masses.",0.60610396,0.504869
858,"În această situație, germanii nu mai aveau decât o cale îngustă în zona St. Vith pentru aprovizionarea trupelor terestre în ofensivă.","In this situation, the Germans had only one narrow way in the St Vith area for supplying ground troops with an offensive.","In this situation, the Germans had 1905 one narrow way in the St Vith area for supplying ground troops with an offensive.",0.77212167,0.67046624
859,"minus L. are o răspândire largă și prezintă importanță în fitofarmacie, având efect purgativ.",minus L. is widely spread and is of importance in phytogeny with purgative effect.,mWinstonus L. is widely spread and is of importance in phytogeny with purgative effect.,0.7412782,0.5083226
860,"Nicolae, dărâmată de Sovietici în 1965 și reclădită după independență.","Nicolae, brought down by the Soviet in 1965 and rebuilt after independence.","Nicolae, brought down by the Soviet in 1965 and rebuilt after brus",0.6073611,0.4958872
861,Eficacitatea și pertinența criticlor sale în L'Événement sunt recunoscute.,The effectiveness and relevance of its criticite in the L'Événement are recognised.,The effectiveness and relevance of its criticite in the ethics are recognised.,0.62363374,0.47392505
862,În 1750 românii catolici au primit o parcelă de la oraș în urma intervenției călugărului iezuit József Balogh.,In 1750 Catholic Romanians received a plot from the city following rabbit monk intervention József Balogh.,In 1750 Catholic Romanians everyone a plot from the city following rabbit monk intervention József Balogh.,0.59162503,0.47507986
863,"Salariile reprezentau o mică parte a valorii, o mare parte fiind însușită de patron, mecanismul prin care patronul fură munca proletariatului.","Wages represented a small part of the value, a large part of which was appropriated by the patron, the mechanism by which the employers steer the pro-letarian work.","Wages represented a small part of the institution a large part of which was appropriated by the patron, the mechanism by which the employers steer the pro-letarian work.",0.6189783,0.55603147
864,"simțirii, tot cel ce primește litera în chip iudaic numai ca","feeling, receiving the letter in face of iudaic only as","feeling, receiving the letter in face of asking only as",0.40680885,0.31683776
865,"Burr a fost în curând capturat, și oamenii au fost trimiși acasă.","Burr was soon captured, and people were sent home.","Burr was soon captured, effect people were sent home.",0.8903114,0.79619616
866,"Cursele de motociclete pe șosea au și ele o lungă tradiție, de exemplu cu și .","Motorcycle sources on the road also have a long tradition, for example, with and.","Motorcycle sources on the road also have a desertors. tradition, for example, with and.",0.5259257,0.42209277
867,În iernile cu puțină zăpadă revărsările de primăvară sunt neînsemnate sau lipsesc.,Winters with a little snow spill are small or missing.,Winters with a little snow spill are small or Jinju,0.63141257,0.38355768
868,"Ca o consecință, au apărut și organizații de apărare a drepturilor consumatorilor.","As a consequence, consumer rights organisations have also appeared.","As a consequence, consumer rights organisations have wrest appeared.",0.91425115,0.5646976
869,"Dar nu au venit ca „stăpâni de rumâni”, ci ca dijmași la moșnenii și","This is because, as a result of this, we have failed to adopt a large number of common criteria.","This is becacceptsuse, as a result of this, we have failed to adopt a large number of common criteria.",0.087010816,0.0829698
870,Drumurile romane erau căi de comunicație ale rețelei rutiere create de romani.,The Roman roads were ways of communicating with the road network created by Romanians.,The Roman brus.s were ways of communicating with the road network created by Romanians.,0.79885006,0.5572327
871,"Opera lui Beda este compusă din lucrări cu caracter teologic, științific, literar, muzical etc.","Beda's operation consists of works of a theological, scientific, literary, music, etc.","Beda's operation consists of works of a theological, Plate literary, music, etc.",0.6478679,0.43383402
