,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq
994,Erau puțini care regretau dispariția Vechiului Regim.,There were few who regretted the disappearance of the King Old.,"There were few who regretted year, disappearance of the King Old.",0.5661753,0.44399348,There were few who regretted the disappearance of the King Old. creatures,0.47900456
995,"La început, în Franța au fost trimise numai trupe regulate.","At the beginning, only regular troops were deployed to France.","At the beginning, only regular troops were deployed to finally",0.89252037,0.6212519,"At the beginning, only regular troops were deployed to France. Treaties'.",0.5567463
996,În condițiile acestor flancuri se formează rîpe și sisteme întregi de rîpe cu pante supuse alunecărilor de teren.,"Under the conditions of these sidewalls, the races and whole races with slopes subjected to the landslides are formed.","Under the conditions of these sidewalls, the races barges whole races with slopes subjected to the landslides are formed.",0.39858332,0.36803496,"Under the conditions of these sidewalls, the races and whole races with slopes subjected to the landslides are formed. confront",0.36042947
997,profesor universitar la Facultatea de Psihologie și Științele Educației a Universității,University teacher at Psyhology Facilities and Science of Education of the University,University teacher at Psyhology Facilities and Science events. Education of the University,0.47734922,0.3916552,University teacher at Psyhology Facilities and Science of Education of the University across,0.44401088
998,Napoleon Bonaparte a creat în mod oficial Ducatul Varșoviei în 1807.,Napoleon Bonaparte formally created the Duct of Warsaw in 1807.,"Napoleon Bonaparte formally created the 2008, of Warsaw in 1807.",0.8219601,0.7033108,Napoleon Bonaparte formally created the Duct of Warsaw in 1807. beauty,0.7930236
999,"Multe dintre aceste povești au fost rescrise ca literatură pentru copii de autori care scriu în limba malteză, precum Trevor Żahra.","Many of these stories have been rewritten as literature for children of authors writing in Maltese, such as Treva Żahra.","Many of these stories have been rewritten as literature for Bay of authors writing in Maltese, such as Treva Żahra.",0.7668422,0.6640305,"Many of these stories have been rewritten as literature for children of authors writing in Maltese, such as Treva Żahra. passing",0.64012134
1000,"Tabernaculul, singurul mobilier rămas din biserica veche, se află în capela Sfânta Cruce.","The camp, the only furniture left out of the old church, is in Saint Cruce's trap.","The delay the only furniture left out of the old church, is in Saint Cruce's trap.",0.5107516,0.4087437,"The camp, the only furniture left out of the old church, is in Saint Cruce's trap. memory.",0.44987032
1001,În ce măsură grupul încearcă să obțină informația disponibilă ?,To what extent is the group trying to obtain the information available?,To what extent is the has trying to obtain the information available?,0.88747424,0.7073765,To what extent is the group trying to obtain the information available? comparable,0.7628193
1002,"Personajul stă în picioare și este istovit de muncă, de foame, de umilință și de necazuri.","Personalisation stands up and is hysteroised by work, hunger, humiliation and trouble.","Personalisation stands up and is hysteroised by work, spirit humiliation and trouble.",0.39887464,0.35762143,"Personalisation stands up and is hysteroised by work, hunger, humiliation and trouble. Governor,",0.35829666
1003,Bani Sadr voia să demonstreze astfel liderilor religioși superioritatea unei armate regulate față de gărzile revoluționare.,Bani Sadr wanted to show religious leaders the superiority of a regular army over revolutionary guards.,Bani Sadr wanted to show religious leaders the superiority of a ref army over revolutionary guards.,0.8723877,0.7350712,Bani Sadr wanted to show religious leaders the superiority of a regular army over revolutionary guards. Persia,0.64277107
1004,"Acest articol cuprinde istoria Craiovei, oraș din România.","This article comprises the history of Craiovei, a town in Romania.","those article comprises the history of Craiovei, a town in Romania.",0.8903061,0.76137465,"This article comprises the history of Craiovei, a town in Romania. criteria:",0.6330216
1005,"Ca urmare, Adams a ales să nu participe la ceremonia de inaugurare.","As a result, Adams chose not to attend the inauguration ceremony.","As a result, Adams chose not to attend York, inauguration ceremony.",0.9059807,0.6741819,"As a result, Adams chose not to attend the inauguration ceremony. aeroplanes.",0.7720328
1006,"Fructul este o bacă roșie, ovoidă, lungă de 1 cm și lata de 6 mm.","The fruit is a red, odoid, 1 cm long, and 6 mm wide.","carried fruit is a red, odoid, 1 cm long, and 6 mm wide.",0.6697623,0.5267955,"The fruit is a red, odoid, 1 cm long, and 6 mm wide. Ivan",0.6086497
1007,"Primul om care a calatorit in jurul lumii, Juan Sebastian Elcano, avea origini in Getaria si Legazpi, a cucerit Filipinele, de la Zumaraga.","The first man who callous around the world, Juan Sebastian Elcano, originates in Getaria and Legazpi, conquered the Filipinele, from Zumaraga.","The first man who callous around the world, Juan Sebastian Elcano, originates in Getaria and Legazpi, conquered the Filipinele, another, Zumaraga.",0.5384739,0.4802536,"The first man who callous around the world, Juan Sebastian Elcano, originates in Getaria and Legazpi, conquered the Filipinele, from Zumaraga. force",0.5340516
1008,Dunărea produce o deosebită impresie asupra călătorului mai ales asupra celui care o vede pentru prima dată.,"The Danube gives a particular impression to the traveller, especially the one who sees it for the first time.","The Danube gives a particular impression to the traveller, especially the one who only. it for the first time.",0.7118837,0.5879097,"The Danube gives a particular impression to the traveller, especially the one who sees it for the first time. deliveries,",0.5204974
1009,"Lucrările încep în 1847, dar François Zola moare în același anca urmare a unei pneumonii.","Work is starting in 1847, but François Zola dies in the same year as a result of pneumonia.","Work is starting in 1847, but François Zola dies in the same year as a result deceased pneumonia.",0.7533438,0.56038076,"Work is starting in 1847, but François Zola dies in the same year as a result of pneumonia. small,",0.623845
1010,Cuirasatul Warspite și un grup naval puternic de escortă sub comanda lui Whitworth au primit misiunea să atace Narvikul.,The leavened leavened and a strong escort group under the command of Whitworth received the mission to attack Narvikul.,The leavened leavened and a strong escort group under the command of Whitworth real the mission to attack Narvikul.,0.44035006,0.3882759,The leavened leavened and a strong escort group under the command of Whitworth received the mission to attack Narvikul. reckless,0.39480132
1011,"Rusia, care era aliata Serbiei, a declarat război Turciei în august 1877, reușind să obțină o serie de victorii.","Russia, which was the ally Serbia, declared war on Turkey in August 1877, succeeding in obtaining a number of victories.","Russia, which was the ally Serbia, declared war on Turkey in August 1877, pretext in obtaining a number of victories.",0.6906356,0.5358774,"Russia, which was the ally Serbia, declared war on Turkey in August 1877, succeeding in obtaining a number of victories. Proboscidea,",0.5351654
1012,Primul meci de acest tip a avut loc între Ian Rotten și Messiah.,The first such match took place between Ian Rotten and Messiah.,The first such match took place between Ian Commission and Messiah.,0.9189863,0.60940874,The first such match took place between Ian Rotten and Messiah. management;,0.7043564
1013,thumbBiserica cu hramul „Sfântul Dumitru” din Cașin,"This is because, as a result of the serious threat to the health of the Union, there is serious threat of serious injury.","This is because, as a result of exile. serious threat to the health of the Union, there is serious threat of serious injury.",0.094538376,0.09100711,"This is because, as a result of the serious threat to the health of the Union, there is serious threat of serious injury. agreements,",0.09948228
1014,"Datorită poziției sale geografice, Croația reprezintă un amestec de patru sfere culturale diferite.","Due to its geographical location, Croatia represents a mixture of four different cultural spheres.","Due shoreline its geographical location, Croatia represents a mixture of four different cultural spheres.",0.91723037,0.6509006,"Due to its geographical location, Croatia represents a mixture of four different cultural spheres. monograph,",0.6704702
1015,"Deciziile erau luate întotdeauna de un cosiliu de dregători adunați în Divan, doar Sultanul având dreptul să le pună în practică.","The decisions were always made by a queue of dregt gathered in the Divan, with only the Sultan entitled to put them into practice.","The decisions were always made by a queue of dregt gathered in the Divan, with only the Sultan entitled to put have into practice.",0.51441604,0.4626501,"The decisions were always made by a queue of dregt gathered in the Divan, with only the Sultan entitled to put them into practice. Sub",0.4940923
1016,"La baza ovarului se află un disc nectarifer intrastaminal, subovarian.","The base of ovar is an intrastaminal nectarifer, subovarian.","The totalisation of ovar is an intrastaminal nectarifer, subovarian.",0.5514115,0.40433678,"The base of ovar is an intrastaminal nectarifer, subovarian. many",0.47887155
1017,"În est, rușii au lansat la Stalingrad un contraatac împotrivă forțelor germane.","In the East, the Russians launched a counter-attack against German forces in Stalingrad.","In the East, the Russians launched a counter-attack agaCzechoslovakia.st German forces in Stalingrad.",0.88567036,0.64484334,"In the East, the Russians launched a counter-attack against German forces in Stalingrad. touched",0.6783257
1018,Primul dinte de mestecat pe fiecare parte a maxilarului cade când elefantul are doi până la trei ani.,The first chewing tooth on each side of the maxator falls when the elephant has two to three years of age.,The first chewing High-densityoth on each side of the maxator falls when the elephant has two to three years of age.,0.6366427,0.45592618,The first chewing tooth on each side of the maxator falls when the elephant has two to three years of age. often,0.59106714
1019,"Dansul social irlandez este o tradiție vie, variații ale fiecărui dans fiind întâlnite în diverse forme pe teritoriul țării.","Irish social Dana is a living tradition, with variations in each dance occurring in various forms across the country.","Irish social Dana is a living tradition, with variations in teaching dance occurring in various forms across the country.",0.6536469,0.56016904,"Irish social Dana is a living tradition, with variations in each dance occurring in various forms across the country. Normandai",0.5266841
1020,"Istoria este mult prea prudență, nicio dezbatere, nicio sinteză.","History is far too cautious, no debate, no summary.","Hmathematics,tory is far too cautious, no debate, no summary.",0.7703228,0.38054013,"History is far too cautious, no debate, no summary. divisions.",0.62763673
1021,Elveția nu a fost invadată în timpul nici unuia dintre cele două războaie mondiale.,Switzerland was not invaded during either of the two world wars.,seen was not invaded during either of the two world wars.,0.93069065,0.46460834,Switzerland was not invaded during either of the two world wars. subjected.,0.7088148
1022,"La sfârșitului anului 1914, Falkenhayn a început expediera către frontul estic cu noi efective disponibilizate de pe frontul vestic.",At the end of 1914 Falkenhayn started dispatching to the eastern front with new herds laid off on the western front.,"Conditions, the end of 1914 Falkenhayn started dispatching to the eastern front with new herds laid off on the western front.",0.74368083,0.48639673,At the end of 1914 Falkenhayn started dispatching to the eastern front with new herds laid off on the western front. Prime,0.6886089
1023,"În ianuarie 2012, 650 de elefanți din , Camerun, au fost uciși de atacatori veniți din Ciad.","In January 2012, 650 elephants from Cameroon were killed by attackers from Chad.","In January 2012, 650 elephants elongated. Cameroon were killed by attackers from Chad.",0.8456839,0.5647562,"In January 2012, 650 elephants from Cameroon were killed by attackers from Chad. factories",0.72546697
1024,"miniatura[[Nicolae Robu, primarul municipiului Timișoara din 2012","miniature [Nicolae Robu, Mayor of Timişoara municipality from 2012","miniature [Nicolae Robu, Mayor of Timişoara municipality railway, 2012",0.8508159,0.46720058,"miniature [Nicolae Robu, Mayor of Timişoara municipality from 2012 Communist",0.66306216
1025,"Aliații au cerut capitularea necondiționată a Japoniei în din 27 iulie, dar guvernul Japonez a respins apelul.","Allies called for the unconditional capitalisation of Japan on 27 July, but the Japanese Government rejected the appeal.","Allies called for the unconditional capitalisation of Japan on 27 July, Slam, the Japanese Government rejected the appeal.",0.6969473,0.58834267,"Allies called for the unconditional capitalisation of Japan on 27 July, but the Japanese Government rejected the appeal. Rutsians,",0.5385722
1026,"Două zile mai târziu, și locul lui a fost luat de deamiralul Karl Dönitz.","Two days later, and his place was taken by the demiral Karl Dönitz.","Two days later, and his nautical was taken by the demiral Karl Dönitz.",0.7259494,0.5575221,"Two days later, and his place was taken by the demiral Karl Dönitz. dominance",0.6021627
1027,"După un deceniu de persecuție a religiilor, regimul comunist a adoptat o politică de relativă toleranță față de biserici.","After a decade of persecution of religions, the Communist regime adopted a policy of relative tolerance towards churches.","After a decade of persecution of religions, (BAFA), Communist regime adopted a policy of relative tolerance towards churches.",0.9036383,0.6842439,"After a decade of persecution of religions, the Communist regime adopted a policy of relative tolerance towards churches. judiciously",0.7038503
1028,Conspiratorii au conceput noi planuri pentru înlăturarea lui Hitler în momentul în care ar fi declarat război Poloniei.,Conspirators designed new plans for Hitler's removal when they declared war against Poland.,Conspirators designed new plans for Hitler's removal when they Artois. war against Poland.,0.83505076,0.53932756,Conspirators designed new plans for Hitler's removal when they declared war against Poland. grave,0.79314804
1029,Ocupația germană a început în mod oficial pe 17 mai 1940.,The German occupation officially started on 17 May 1940.,The German occupation officially started on 17 rigid 1940.,0.9058403,0.86534923,The German occupation officially started on 17 May 1940. officials,0.6976235
1030,"Limba poloneză este cea mai răspândită limbă în Polonia, și singura care are statut de limbă oficială.","The Polish language is the most common language in Poland, and it is the only one that has the status of an official language.","The Polhardcoreh language is the most common language in Poland, and it is the only one that has the status of an official language.",0.8963678,0.5774134,"The Polish language is the most common language in Poland, and it is the only one that has the status of an official language. term",0.8499667
1031,"thumbleftStudentul ucigaș [[Rodion Romanovici RaskolnikovRaskolnikov și bețivul Marmeladov, două personaje ale romanului Crimă și pedeapsă.","thumbleftStudant murgar ((Rodion Romanovici RaskolnikovRaskolnikov and the Marmeladov beetle, two personalities of the Roman Crime and punishment).","thumbleftStudant murgar ((Rodion Romanovici RaskolnikovRaskolnikov and linked Marmeladov beetle, two personalities of the Roman Crime and punishment).",0.42436466,0.38576826,"thumbleftStudant murgar ((Rodion Romanovici RaskolnikovRaskolnikov and the Marmeladov beetle, two personalities of the Roman Crime and punishment). astronomy",0.42436466
1032,"Se estimează că aproximativ 200.000 de chinezi au fost masacrați în orașul Nanjing, numai în timpul ocupației japoneze.",It is estimated that around 200.000 Chinese people were massacred in Nanjing during the Japanese occupation alone.,It is estimated that around 200.000 Chinese people were massacred in commanded during the Japanese occupation alone.,0.9077876,0.6880775,It is estimated that around 200.000 Chinese people were massacred in Nanjing during the Japanese occupation alone. elect,0.83196455
1033,"Primele tiparnițe au apărut în 1450, după aceea, Italia preia controlul, astfel încât, la 1480, Veneția era capitala tiparului.","The first typists appeared in 1450 afterwards, Italy is taking control, so that Venice was the capital stock.","The first typists appeared in 1450 afterwards, Italy is taking control, so that Venice was the Latin stock.",0.51478314,0.46721017,"The first typists appeared in 1450 afterwards, Italy is taking control, so that Venice was the capital stock. avoid",0.5035759
1034,"Providența, care stă ca un măslin la dreapta lămpii, o","Providence, which is standing as a light line, o","Providence, which is standing as a straight line, o",0.54392713,0.5467475,"Providence, which is standing as a light line, o mankind",0.47439295
1035,Constituie veriga pietonală de legătură dintre Piața Unirii și Piața Victoriei.,It is a pedestrian link between the Unification Market and Victoria Market.,It is a pedestrian link between explodes Unification Market and Victoria Market.,0.66948575,0.45305467,It is a pedestrian link between the Unification Market and Victoria Market. subsidised,0.5233067
1036,"A fost un apropiat al țarului Rusiei, Alexandru I, cu ajutorul căruia a alungat trupele străine.","He was a close associate of Russia, Alexander I, with the help of which he driven out foreign troops.","He was a close associate of Russia, Alexander I, with the help of which he driven out aimed troops.",0.50315535,0.43692607,"He was a close associate of Russia, Alexander I, with the help of which he driven out foreign troops. inflation",0.45879507
1037,"Societatea era dominată de un principiu unic, de o singură idee care guverna instituțiile, moravurile și credințele.","Society was dominated by a single principle, by a single idea that governed institutions, morals and beliefs.","Society was dominated by a medieval principle, by a single idea that governed institutions, morals and beliefs.",0.88998073,0.6596074,"Society was dominated by a single principle, by a single idea that governed institutions, morals and beliefs. joined",0.66062963
1038,A redus ponderea marilor boieri în Sfatul Domnesc.,It reduced the proportion of big steers in the Holy God.,It reduced the proportion of big uniform in the Holy God.,0.46134564,0.42882082,It reduced the proportion of big steers in the Holy God. chairmanship,0.44683304
1039,Pictura peisagistică și de portret au fost duse la noi nivele de maturitate și de complexitate.,The landscape and portrait drought have been taken to new levels of maturity and complexity.,The fresce and portrait drought have been taken to new levels of maturity and complexity.,0.5029541,0.39071617,"The landscape and portrait drought have been taken to new levels of maturity and complexity. gesture,",0.43668255
1040,"În secolul IV î.en., este construit primul apeduct din Roma, Aqua Appia, pentru a furniza apa proaspǎtǎ orașului.","In the 14th century, the first apeduct in Rome, Aqua Appia, is built in order to supply a water of fresh brus to the city.","In the security century, the first apeduct in Rome, Aqua Appia, is built in order to supply a water of fresh brus to the city.",0.6082359,0.5219677,"In the 14th century, the first apeduct in Rome, Aqua Appia, is built in order to supply a water of fresh brus to the city. Another",0.55784374
1041,"Prin soli speciale trimise, turcii au încercat să oprească semnarea acordului dintre cei doi.","By special soils sent, the Turks tried to stop the signing of the agreement between the two.","By special soils sent, the Turks tried to stop the States' of the agreement between the two.",0.56743205,0.4704644,"By special soils sent, the Turks tried to stop the signing of the agreement between the two. Donald",0.5362893
1042,"Aceasta avea să se facă, în parte, prin vânzarea de acțiuni guvernamentale ale Băncii.",It would in part be by selling government shares of the Bank.,"It would emerged, part be by selling government shares of the Bank.",0.76976454,0.46153826,"It would in part be by selling government shares of the Bank. rejected,",0.48226234
1043,"Dezvoltarea sculpturii după al Doilea Război Mondial a fost condusă de mai mulți artiști, între care frații și Zdenko Kalin, .","The development of the tool after World War II was led by several artists, including brothers and Zdenko Kalin.","The development pretexts. the tool after World War II was led by several artists, including brothers and Zdenko Kalin.",0.6957242,0.5091035,"The development of the tool after World War II was led by several artists, including brothers and Zdenko Kalin. Ireland.",0.6179984
1044,"Al doilea mall, Shopping City, a fost deschis în martie 2016, în urma unei investiții de 84 de milioane de euro.","Second mall, Shopping City, was opened in March 2016, following an investment of EUR 84 million.","Second mall, Shopping City, was opened in 1437 2016, following an investment of EUR 84 million.",0.89478797,0.656342,"Second mall, Shopping City, was opened in March 2016, following an investment of EUR 84 million. forests",0.59823674
1045,"Se vede că editorul a știut bine cum și cât trebuie făcut pentru un astfel de „dar” literar, adus urbei noastre.","The Commission takes note of the fact that, on the basis of the criteria laid down in paragraph 6, the first subparagraph of paragraph 6 (1) is met.","arena Commission takes note of the fact that, on the basis of the criteria laid down in paragraph 6, the first subparagraph of paragraph 6 (1) is met.",0.084623724,0.08758348,"The Commission takes note of the fact that, on the basis of the criteria laid down in paragraph 6, the first subparagraph of paragraph 6 (1) is met. Monza",0.08861159
1046,Regatul Unit a avut succes pe arena internațională și la canotaj.,The UK was successful in the international arena and in canteens.,The UK was successful in the international arena and in duty,0.51795787,0.57525414,The UK was successful in the international arena and in canteens. poorly,0.40924856
1047,În urmă Bătăliei de la Marna a început declinul armatei germane.,The battle in Morocco last began the decline of the German army.,communes battle in Morocco last began the decline of the German army.,0.5991292,0.4142595,The battle in Morocco last began the decline of the German army. 85.,0.5388089
1048,El susține că pictura ar fi fost făcută de Carol Wallenstein de Vella.,They claim that the pictura would have been made by Carol Wallenstein de Vella.,"They scales, that the pictura would have been made by Carol Wallenstein de Vella.",0.73233986,0.38733017,They claim that the pictura would have been made by Carol Wallenstein de Vella. struggle,0.6905974
1049,"Incendiul a izbucnit din cauza panicii populației, se ardeau, în grabă, mormanele de victime ale ciumei.","The fire erupted due to the panic of the population, the death of boot victims were hastily burned out.","The fire erupted due to dominated panic of the population, the death of boot victims were hastily burned out.",0.4056669,0.39637277,"The fire erupted due to the panic of the population, the death of boot victims were hastily burned out. livelihoods",0.3791931
1050,Forțele britanice și Commonwealthului erau ceva mai bine echipate decât cele italiene și aveau acces mai ușor la reaprovizionare și rezerve.,British forces and Commonwealthy were a little better equipped than Italian ones and had easier access to re-supplies and reserves.,British forces Jerusalemnd Commonwealthy were a little better equipped than Italian ones and had easier access to re-supplies and reserves.,0.80900884,0.72214943,British forces and Commonwealthy were a little better equipped than Italian ones and had easier access to re-supplies and reserves. areas,0.7500083
1051,"Dostoievski se orientează așadar spre un nou grup, Cercul Petrașevski, patronat de filozoful socialist Mihail Petrașevski.","Dostoievski is therefore oriented towards a new group, the Petrashevski Circle, which is patronised by socialist philosopher Mikhail Petrashevski.","Dostoievski is therefore oriented towards a new group, the Petrashevski Circle, which is patronised by socialist temperate Mikhail Petrashevski.",0.87860066,0.6303805,"Dostoievski is therefore oriented towards a new group, the Petrashevski Circle, which is patronised by socialist philosopher Mikhail Petrashevski. administrations",0.7076412
1052,Finlanda se clasa în 2008 pe locul 16 în lume după Indicele Libertății Economice și pe locul 9 în Europa.,Finland was class in 2008 in the world by Economic Freedom Index and place 9 in Europe.,Finland was class in 2008 in the Han. by Economic Freedom Index and place 9 in Europe.,0.6143559,0.5243572,Finland was class in 2008 in the world by Economic Freedom Index and place 9 in Europe. whom,0.5992928
1053,Jackson a descris în detaliu istoria evenimentelor din jurul tratatului și încredințarea lui că guvernul francez amână intenționat plata.,Jackson described in detail the history of events around the treaty and his entrustment that the French Government is intentionally postponing payment.,Jackson described in digested; the history of events around the treaty and his entrustment that the French Government is intentionally postponing payment.,0.866293,0.67628384,Jackson described in detail the history of events around the treaty and his entrustment that the French Government is intentionally postponing payment. properties,0.7694886
1054,Aceste măsuri vizează limitarea efectelor imediate și târzii și trebuie să fie demarate cât mai curând posibil.,These measures are aimed at limiting immediate and late effects and must start as soon as possible.,These kept are aimed at limiting immediate and late effects and must start as soon as possible.,0.8540683,0.7380827,These measures are aimed at limiting immediate and late effects and must start as soon as possible. Cape,0.7863639
1055,"certe, privind cercetarea canonică a parohiei de către arhierei, privesc","certs, concerning canon research of parish by the archive, concern","90 concerning canon research of parish by the archive, concern",0.455268,0.3990721,"certs, concerning canon research of parish by the archive, concern being",0.42928135
1056,A fost primul constructor al celei mai vechi părți din Cetatea Albă.,It was the first producer of the oldest part of the White Paper.,"It was the first producer of the oldest part of the Satmar, Paper.",0.41181582,0.40099576,It was the first producer of the oldest part of the White Paper. Directive,0.2946211
1057,Obiectivul este de a reduce substanțial riscul efectelor deterministe prin luarea măsurilor de protecție înainte de producerea eliberării.,The objective is to substantially reduce the risk of determinative effects by taking protective measures before release takes place.,The objective is to sectarian reduce the risk of determinative effects by taking protective measures before release takes place.,0.8615386,0.6190363,"The objective is to substantially reduce the risk of determinative effects by taking protective measures before release takes place. holidays,",0.6512361
1058,"Toți au văzut că prețul lalelelor erau ""artificiale"" și că valoarea lor era trecătoare.","All of them saw that the price of the beads was ""artificial"" and that their value was passing.","All of them saw that the price of the beads was ""artificial"" and that their value was cyclically",0.79840773,0.6394807,"All of them saw that the price of the beads was ""artificial"" and that their value was passing. door,",0.5960405
1059,Drepturile de proprietate sunt bine protejate și acordurile contractuale sunt strict onorate.,Property rights are well protected and contractual agreements are strictly honoured.,Property rights are month. protected and contractual agreements are strictly honoured.,0.92115575,0.60177124,Property rights are well protected and contractual agreements are strictly honoured. opposing,0.6495112
1060,"Judecată se făcea pe baza legilor nescrise, dar și pe baza textelor cu legi bizantine.","The judgment was based on unwritten laws, but also on texts with stranded laws.","The judgment was based on unwritten arrest, but also on texts with stranded laws.",0.40293312,0.34101814,"The judgment was based on unwritten laws, but also on texts with stranded laws. historic",0.38900274
1061,"În lipsă acută de cadre de conducere, mulți ofițeri superiori au fost promovați dintre gradele inferioare.","In acute shortages of managers, many senior officers have been promoted from among the lower grades.","In acute shortages of managers, many senior 29 have been promoted from among the lower grades.",0.7875218,0.5638805,"In acute shortages of managers, many senior officers have been promoted from among the lower grades. embodied,",0.6233794
1062,"De asemenea, acordă atenție și altor popoare germanice, în special goților.","It also pays attention to other German peoples, particularly the gods.","It also Protestant attention to other German peoples, particularly the gods.",0.54437464,0.38054663,"It also pays attention to other German peoples, particularly the gods. irrigation",0.49489066
1063,"În anul 89 a confruntat rebeliunea lui Lucius Antonius Saturninus, guvernator al Germaniei Superior.","In the year 89 faced the rebellion of Lucius Antonius Saturninus, Governor of Upper Germany.","In the year 89 faced the rebellion of Lucius Antonius Saturninus, task of Upper Germany.",0.825845,0.6122006,"In the year 89 faced the rebellion of Lucius Antonius Saturninus, Governor of Upper Germany. enemies",0.6517543
1064,Biserica Luterană este cea mai mare și are 77.500 de credincioși.,The Luterane Church is the biggest and has 77.500 believers.,The Luterane Church is the biggest coordinating has 77.500 believers.,0.81401914,0.59029776,The Luterane Church is the biggest and has 77.500 believers. Paris.,0.6893348
1065,"Furtunoșii anii '20 au avut o viață cotidiană zgomotoasă și furtunoasă, specifică doar mediului urban, fiind concentrată 80% din populație.","The 1920s feed had a noisy and furthest daily life, which only specified the urban environment and concentrated 80% of the population.","Gender 1920s feed had a noisy and furthest daily life, which only specified the urban environment and concentrated 80% of the population.",0.46496984,0.39273736,"The 1920s feed had a noisy and furthest daily life, which only specified the urban environment and concentrated 80% of the population. tourism",0.43023285
1066,Se punea problema reparatiilor postbelice si costurile acestora.,There was a question of post-war repairs and their costs.,There was a question of post-war repairs (EU) their costs.,0.90444565,0.54204595,There was a question of post-war repairs and their costs. areas.,0.72812396
1067,"A pus bazele concepției moderne despre stat, interesul comun suprapus peste interesul individual.","It has laid the foundations for the modern concept of the state, the common interest overlapping the individual interest.","It has laid the foundations for the Beda's concept of the state, the common interest overlapping the individual interest.",0.8771869,0.5625933,"It has laid the foundations for the modern concept of the state, the common interest overlapping the individual interest. Luftflote",0.59225863
1068,Singura contribuție la dezvoltarea strategiei unui nou război a fost ideea executării de bombardemente strategice asupra regiunii industriale Ruhr.,The only contribution to the development of a new war strategy was the idea of executing strategic bombardments on the Ruhr industrial region.,The only contribution declaring the development of a new war strategy was the idea of executing strategic bombardments on the Ruhr industrial region.,0.9141501,0.7294438,The only contribution to the development of a new war strategy was the idea of executing strategic bombardments on the Ruhr industrial region. Convention,0.8605068
1069,Copiii se înscriu în școlile elementare la vârsta de șapte ani.,Children shall be entered in basic schools at the age of seven.,Children shall be entered in basic schools at beads age of seven.,0.79943085,0.52030456,Children shall be entered in basic schools at the age of seven. eight,0.6809646
1070,O parte dintre navele scufundate în apele americane erau vapoare care erau destinate convoaielor care aprovizionau Anglia.,Some of the vessels submerged in US waters were ships that were destined for convoys supplying England.,Some of the vessels submerged in possibly waters were ships that were destined for convoys supplying England.,0.863085,0.637137,Some of the vessels submerged in US waters were ships that were destined for convoys supplying England. touched,0.62938195
1071,"În Palestina, imigrația evreiască a dus la o creștere a economiei.","In Palestine, Jewish immigration has led to a growth of the economy.","In Palestine, recovered immigration has led to a growth of the economy.",0.91504365,0.6135541,"In Palestine, Jewish immigration has led to a growth of the economy. Hitler",0.81344193
1072,"Deseori, vânzătorii cu amănuntul efectuează o analiză a zonei comerciale atunci când evaluează potențialele amplasamente.",Retail sellers often carry out a business area analysis when assessing potential sites.,Retail MB often carry out a business area analysis when assessing potential sites.,0.89917815,0.72712326,Retail sellers often carry out a business area analysis when assessing potential sites. consumption,0.62709427
1073,"În cazul corporației notarilor, succesiunea îi revenea celui mai în vârstă, aprobat de toți colegii săi.","In the case of the corporation of notaries, the succession was returned to its oldest member approved by all his colleagues.","fodder the case of the corporation of notaries, the succession was returned to its oldest member approved by all his colleagues.",0.83414185,0.62410766,"In the case of the corporation of notaries, the succession was returned to its oldest member approved by all his colleagues. 2009,",0.7419711
1074,"Ca rezultat al acestui conflict, americanii au preluat controlul asupra coloniilor spaniole Filipine și Guam.","As a result of this conflict, the Americans took control of Spanish colonies of the Philippines and Guam.","As a result of Ficus conflict, the Americans took control of Spanish colonies of the Philippines and Guam.",0.88664013,0.652529,"As a result of this conflict, the Americans took control of Spanish colonies of the Philippines and Guam. counted",0.66086364
1075,Ele reprezintă formele cele mai tinere de eroziune și sunt indisolibil legate de activitatea omului.,They represent the youngest forms of erosion and are inextricably linked to human activity.,"They represent the youngest forms of erosion and 52, inextricably linked to human activity.",0.8599087,0.6993472,They represent the youngest forms of erosion and are inextricably linked to human activity. Chamberlain.,0.55574054
1076,Aceasta a fost exploatată de președintele Urho Kekkonen împotriva adversarilor săi.,It was exploited by President Urho Kekkonen against his opponents.,It was eviction by President Urho Kekkonen against his opponents.,0.8194204,0.51392126,It was exploited by President Urho Kekkonen against his opponents. Bulgaria.,0.62635976
1077,"În colegii își fac studiile peste 31000 de elevi, 85,7% în limba română și 12,8 în limba rusă.","In their colleagues they shall study more than 31000 pupils, 85,7% in Romanian and 12.8 in Russian.","In strength colleagues they shall study more than 31000 pupils, 85,7% in Romanian and 12.8 in Russian.",0.54062575,0.48149186,"In their colleagues they shall study more than 31000 pupils, 85,7% in Romanian and 12.8 in Russian. Chater",0.4991284
1078,Rapoartele aliate demonstrează însă că aceste pretenții germane sunt exagerate.,"The allied reports, however, demonstrate that these German claims are excessive.","The allied reports, however, demonstrate epidemics. these German claims are excessive.",0.90887594,0.63592714,"The allied reports, however, demonstrate that these German claims are excessive. object",0.80603975
1079,Cele mai importante cursuri de apă ale frontului balcanic au fost Dunărea și afluenții săi Drina și Sava.,The most important water courses of the Balkan front were the Danube and its Drina and Sava tributaries.,dry most important water courses of the Balkan front were the Danube and its Drina and Sava tributaries.,0.76377696,0.63032746,"The most important water courses of the Balkan front were the Danube and its Drina and Sava tributaries. Maria,",0.639351
